Vendor_Name,Product_Name,Product_Category,Brand_Name,Number_0f_Unit_Sold,Sold_Dollar_Amount,Avg_Unit_Price_Sold_Amt,Reported_Date,Product_ID
aort-macznkeoma.m,sbsuptocoiesemyentde2twioitvttirgangdetprhuvwyecoeihrltuayyhantooehrsnrgefasoruntlll-alrepir1uheoarhosgsuet3fscbcn0drrlscbspot,|ntpltHeSaulheepms,liettDsgylaHhhe,22,307.85,13.99,2021-01-20 00:00:00,B0725VGL2D
kaat-renzom.omcma,tohf3hhrlisbal-1ovlel3yfe-tvgldtppsecesvhgo1r&en&foiughinsftpbhpepe.temoiueitauwcsrtuslielesabo-udnreefpyoteypareoaegctaptrsm–lplp.oufttiieselstai.ellpsesdo0ovwnr,ehnapptmueStesH|ll,svLeWnoeells,6,179.94,29.99,2021-01-20 00:00:00,22NFHRB70F
cmt.orkoam-mzeaan,gevsapiviiesaaifusgfthgnosytsdlyodibllnotdvn(rstweea)4yosinaffd-cacesnoa2bgve,ihteHaltrFsidA|,iBsisoSw,25,174.75,6.99,2021-01-20 00:00:00,TB3M42000F
nom-.rtamamczekoa,ghthle(eaitudepeue&vvcorsgoegpe9rdjuasnissneaoe9eiucnodvorb-sst)qcmoscedectciesfuvinnelel8xrlassledddq3teeeauesdoiboiugtddzn0aribclr1e2eesaweraplrsrtlrtwi0uzfpiq,engidmHBedo|,aobumarrLe,3,134.97,44.99,2021-01-20 00:00:00,RPDW0R7BRN
ao-mnztmackaeom.r,rirhihr8rhersouolihoso4tohefceemowutcroorpmaorsinkssuocor1cripsiurtfsnsbmwcpvcwiilhhioxoesmriordeaecfohttotlstakvctfna1ntlo8lasceacmledeaddcae,dinegHmBoe|d,teiKhrom,30,467.93,15.6,2021-01-20 00:00:00,1F0TB7NQYS
k.mtaaneommo-rzca,atnatpeeaetkbbdnutr0echenigllaowclfw2scnokc6dchbaloli,guoetv|pormbLmtnhHIeBemlsi,reebrGinre,2,15.98,7.99,2021-01-20 00:00:00,TRBBP7W07B
oazcmrkamemanto.-,orafoegwusoehtiilgegahwenlaitsefpbacacfgmpnhgkahgh2ltlottailcahalfr(lniipeclmgtlldtsrkephcsbdanmiccegiialycrigaesllemcafhrr)chebmliroahscemlarte,nayfeIpromtvemmoteHeS|,ncOnie,4,103.96,25.99,2021-01-20 00:00:00,B4TRX04D7R
dncaa-rtooim.ecmz,"d6dinxlgo2la3uosmi""oed""ailsadliimrn-odo""ngdnotnabn/nfairsfesmerestoiewegerh0ice""fkl""msnr'i9'naoliccei6f7vomlihymdetvlahrddiaoig""rosgeevrnenooasov",oRuH|sgme,eafvSahi,7,650.72,92.96,2021-01-20 00:00:00,0ZOPGK807B
m.rcmaeazmoon-tak,tilrzsa)jipcureegctwrlioorkeaprhfeekeruppembttdkwtesdeaesumrlssirrodrtdcdcpzeoepsvarnmgefrtrsoslorbanre(eitgaehntttamlrneaauonipaolweraioiphsseprhnl,ueatBy,MGU,29,615.19,21.21,2021-01-20 00:00:00,B5TYN20Z91
tnzcmreo.k-omaama,5jssrrhnrcnsdooeettrsunoapisaacnnueo7uaonisvyrrrefy(yrhse1scritihnshlobkfrewoycaama)sisrdeshe”ir”esiexlsceneamursse-aadplecaodcrkbcertfcegtd.4,Bia|CurOeesnt|lSykai,loii-OB,49,1091.4,22.27,2021-01-20 00:00:00,L9HB827B0V
azcenao-mrko.matm,ensoshrclroawetsbaecirrsukwesredeetfimcretoserstlhreiiptokteubeheealareeltwatemffwoww.tatceshhelsprleawtocoorshrreclsstl3rottarcasprfhogtfedlire&ztobh,euyatB,HUMTOZ,30,1199.7,39.99,2021-01-20 00:00:00,8DHLYST50B
arz-naoo.dmcmtice,RltOactoaruAvaeeAtaAiaaftBBnlalwrerieueDePadCplureacDdTonriydkAAt4oPtpeaeclcsteleitBhsalsneHLOieAoAtiifgorAelumsrsfmIyenk,|oehp|HioleHlsopSusertmetdisuBea,lcruDael,16,92.64,5.79,2021-01-20 00:00:00,TRBBP7W07B
coz-mraame.kmntoa,prioaeftacenrhagrkergobtoimegnaeteeaehccmhaatap)brblfcaalt5yub(yb0l-fehfeusbrietpeie,nnWrloCgeessemh||oDist,laSaky,18,270.0,15.0,2021-01-20 00:00:00,SW70NYPBY7
.zmmanaoektr-ocam,'s.ireulteermnsacblsga0eo1nohanwoeaerul5rln/e5w/cu8ic5nobtlpslntneyevca,gelngoSnnWts|ihmuRC|n|hneooi,eBcleaaNnw,3,177.72,59.24,2021-01-20 00:00:00,EG5C510WAB
aakrtm.zceman-moo,ecwtnoenrpm5bbldycmhgopntuj.enrrpiaelapeodtu1syaussmdad,cdoe|yGarCyrn,eeGuwtmoeSrt,3,30.75,10.25,2021-01-20 00:00:00,NKCBX0K18N
c-r.mntaokemomaza,aleimh08mohhucmiopioseidluldfmcyrneeg3yilaieclrnehcorifnhoaepts0moortrelbirt,M|tnaliveniAerletHehiatecd,oBiron,13,90.74,6.98,2021-01-20 00:00:00,2BJV0HG428
.earmcmtk-ozmnaao,LyrhRetopTotdAireiSeerurOoniAleoveloetrdlRCaPer1oAeoSCYToaolBiihaoufSposmToiIvKoRneboDPitStoCmmdartsy1oSrPUyasrtlarmOvDrraeumtt,,,7,90.93,12.99,2021-01-20 00:00:00,D0ZZ8R9BV1
nm.ockaeatzmmr-ao,"6tpg5b""tmslnpisa.mriwgnplsbf1ifonsaaeooeacekwgbgacebknrgolx",eiueCEsloscptnrm|tcor,XBOOWW,23,669.86,29.12,2021-01-20 00:00:00,8B29C0JS32
aokacazemt.o-nrmm,ntGyapoeboulenlnsaOreSmNnrpNFimSbostDmo&Raoualib-l-rtre0natH-dchyitocrnipit-eupFoeguSeliaeLGeMw/hsruPruteHyeP6SasetscornasiilGstiDsoiraMoGogprntPiVri-toE-oio-yDFa,petSetale|mlusnpHh,NrtdiafestluaL,22,635.36,28.88,2021-01-20 00:00:00,RYZB4P083K
m.amkcmano-etzaor,rf'mfokntvcemao5waouba.isebiawsdssaonenkhmobeimrulbls8,Wagneoonheln|hSeor||kSsmeCist,lMlhbiuwfoBsai,4,105.4,26.35,2021-01-20 00:00:00,5BPB84L06M
ezaoccmron-ti.adm,BGtleOrnPVngDauoeyalacmdineniiea-mhyannOmfrmnmlNog3OPirFDshlogianuestydpiiiaodulatrcgwkMluciHiaotatnn0tarMieiFatifeStVfLeMSaa-pna3,eppe|HStlsamtenuhl,dnofeierGfaL,7,166.53,23.79,2021-01-20 00:00:00,KSPKYBB9D0
omntkc-omrazaa.me,twe-l0iep5eax.kguatahtasas1ppiiahehdpxewy0hht2yrncetxrli/vswtap1tp1khi,euhpHeesoumlo|ispdolHS,liiatrUxeD,15,247.97,16.53,2021-01-20 00:00:00,658089B3N7
caemarota.mnomz-k,#NAME?,l|thseuHtpnmapeSel,hawHZseitenle,3,83.91,27.97,2021-01-20 00:00:00,H708YH49BW
#NAME?,LIgLFEneigaewgortKednirmgiRamwirAVioun hSCiohttlCrf euesndae3alapiteiteCdslnilxciBwSthscLglgctmCynMMustoaHlauaylnyaclraihniBgertit heoLjFtariutieaaubPumlnFhidraLshoy -glrktyue,ILtmggpmehvimoHteneri|on,EADZRMDSER,5,304.95,60.99,2021-01-20 00:00:00,BFN03Q8JP4
okamtaz.oe-cmamrn,etoaolnspdneadtauolrwfbirmikeeasvaclesrqcosntledbapr,|ndgdBmeHoei,oacrFn,16,200.19,12.51,2021-01-20 00:00:00,8ZBQ6ZFWS0
dt.roc-amizomeacn,udrirccnesnifg1ssrarosace5ilsaaireitnooalgrxtaonosectnsiechigionlg)dlrdf(nnaadpbo-uleaaalraoryfucoktenmtncottmvvromneodencanavethalridpi1ehhselaitceuk,gororiGycn|okCe,tdHhcrrsaOlVvaraeyel,27,314.86,11.66,2021-01-20 00:00:00,6G007ZB0AB
e-crmanmazooam.kt,sveclgbaoolalfereatepto-cegaarclxnernegiececdcfaesruftaymenenyeemnwituwvasihla,yseWi|rsatSBe|Cnaekuha,aagncoicocrMM,3,50.85,16.95,2021-01-20 00:00:00,7B0K4T4VYD
mcoatn.meazaom-rk,oyrc0rlarounyesgianef6dmrruncgmtoemrsbm',Halhet,A'NMSRRFSMO,5,109.95,21.99,2021-01-20 00:00:00,BBVL0RPSD7
macazrmmek-ont.oa,thetesiooar2KplrPHoaltofereSkDrraiidnolsrfineedepyUSPyllvtellopootsrAaawinFQoltwBkPHcBeeliwrilncySdgllgfiidnbuwFwliooSdzBoieSlglcettnGlaaSeeeiiP,neBm|oHegdid,SeorBtyd,5,244.95,48.99,2021-01-20 00:00:00,BK918WCJ10
ocadmainrm.ectoz-,c8oferkenunroyheasrbsff2cttcoaaefgraruondods,|ocerveGyeeeffrrga|esoCB,CIAAANSBFOCRYSN,15,172.6,11.51,2021-01-21 00:00:00,YDYLXC6B0P
arc.ztmd-cnmeaooi,mliaenfndbedcsuxnaaenrt.anemmmeeuefeafdeitnecne-nerema&o2hereeeznirdyuuri2fotoztbdccnefenarwaorsspoaraebesegiteebyiiatoiitoobt5erszncp-oa%rtikadzretcrtllclo,rna|nuCteyo|SaLBieotki,eaVeCr,74,629.36,8.5,2021-01-21 00:00:00,8OLB00XIYW
carnmci-.aeoozmtd,rriHTemaSFtvdyrileIghogsuaraFAreFedeFRegnn&-orpnhsLbirleptwkcaeeholz-ls5eeyFiieDiOR,|aparS|armyoieoCtuBHeha,NEDKRE,25,625.0,25.0,2021-01-21 00:00:00,BP7VG08HY1
roocamakatnezm.m-,mdemdsos1no3ssidfrnesrtieia0asp0frppvtmte01uualle5nasmeonmz5ge%eoba0pllme5=r1rrcc-feignpno0opieeuraper1e-uyol5zkubeirp0imulrowur,aheltH,goinrIemoalateDgmy,23,574.77,24.99,2021-01-21 00:00:00,BR0CW68M37
oanmmeaaro.kmzct-,hxemcoonshoauoiahotgicmorceeeik&sf'ysattlcmoseodynospivmthrofnehutmuis-rrgaaafeaclfldkseahorclicmonhafe-ocimwiorrkatnscr,|eoeaGsre|BoeCgffyrveerc,SKO,26,857.74,32.99,2021-01-21 00:00:00,2BJV0HG428
aazamt-okcrmomen.,crCdCiePhnlohvoeCYefc8arMoerloh1ndxCeooSObfolPiCSlDseOuldwirir1LiTrCtoirawtroBaCsuFnrLePovlaowLiafavoew8acroo,goedneHiBm|d,LYOCL,22,395.78,17.99,2021-01-21 00:00:00,0LQAJB8T0M
kzmrmatam.a-eocon,hyw6p)plnltrrmizn1taupoltobecohpoecesfmuekhy2noi(arastpcueesgi,ulPipetSeps,opCuphywP,27,457.76,16.95,2021-01-21 00:00:00,HTBR6037HB
.katzemarocmnam-o,lpnsc4pooaieptnaa2a.(iteoaaiiranuduosasr2sbtvoedroerrnztc0t6vnileip4prtd)iiildcsphokoe-r,uyeBat,lereUvin,4,59.16,14.79,2021-01-21 00:00:00,MANABIZ701
aaz.nm-kmoramecto,lkkrs8-sbstelowijcaacw5egyeknemhaecar.se'ontscko,ooehShng|WClst|nimeo,rSeksech,6,169.02,28.17,2021-01-21 00:00:00,RBRD0FDR38
mtranmeoa.-comzak,oeto6esexve0lhrseoifeqlocisrfpnud2lfabwu)hocticioeiorerefuplngi1p6agalrc2e(olimlpioexcsplrlnsvcebreintoggru6ieoelgforgmnihiidepcsfolessbrioesteagbrrmlhucxohluokci,nalseCsCs|Pheole,ulouF,6,48.54,8.09,2021-01-21 00:00:00,M2G07F999B
.rocmaazmomketna-,sierlteshrinsfaoDegtnPoeD,sspepoieH|ouslhilSHeosh|Diahumwngd,wiessnPrnlaoaoDf,28,469.74,16.78,2021-01-21 00:00:00,5BPB84L06M
zce-taommnomrk.aa,eebriioAthcMeRsceWPsnkSeioWoers'sb6ehonm,nyJh&tiwrCoglelehoseS,Rkobee,15,600.0,40.0,2021-01-21 00:00:00,EG5C510WAB
oenkmmatozcam.ar-,#NAME?,keoyrrCc|ioognG,arEledm,4,27.68,6.92,2021-01-21 00:00:00,0ZOPGK807B
aetmamz-cr.onkaom,eSofsoMioelda5s1uncBfeElBPasefoboeEdCfr0CPe,revsoeBeceerCrgy|e|ffaoG,fCreoeanbofB,26,853.13,32.81,2021-01-21 00:00:00,PLQSB7VZV0
enomoractaazm-.km,aprhiirt.aaunrdypipozac0onpu3srcsfamniaeloanste4lh,a|menctBue|ogasWFrynaer,naoriPlstiH,42,1116.24,26.58,2021-01-21 00:00:00,KYV0BXU0K2
znako-emrmotaam.c,o-uaissilpin1vaie&sdnltesurueee)tlylswtnodoaoeogahrpoisytitalptrsnluayauotzpcteluiithnnnaeagerbm-prmzee-soiittaosrrsgdigo9d1memuuviepe0bmd(nnserrctmpnne6mintytrys,phleaenm|tuHlesStp,UINARTOTERRTNMIS,27,403.65,14.95,2021-01-21 00:00:00,YC800BVASW
tecm-omaaomnkrza.,enddltepcisr3qo5scteihele3f®iinghmaps0rld0nyonafivaaityenoiidehtphsdme-wtgoclayilrnoteilfllmmnhiwvwerurdtpsiviosetcmertlaaog,ltlsantpmhuHSe|epe,rRtrocasSeepsh,89,1775.55,19.95,2021-01-21 00:00:00,98ZR04L4JB
nkmamamora.eczo-t,si'oRehwnVeaeieaBamtedsASdrasleGnfWnCCniDlntrlhBrratdesinudperlnaflrWeGkPMoIhnSkeCusgi2KyieasttnysiysbWeoaoePrwW,mne|toKhHcie,ISMYSO,14,344.66,24.62,2021-01-21 00:00:00,00M5G5BQ1Z
maamcotomea-.zknr,olrwsennipedao0ilrlfdsytep0fulre0apa1a1gkgod1ipllbwo0vipeggrlctocsetriplsll0trlredossgrks00csdsd0ottnpevlslgia3uaoaacstyo,i|KmneoHthce,rSrataM,35,614.5,17.56,2021-01-21 00:00:00,V7RGBSMNY0
.akraoazmnetmc-mo,myeeolpaleiaigtedillselreapmyonibutfgsrmf-pmrtye-eorunlegclor,dH|odingBeme,lealepecS,7,447.72,63.96,2021-01-21 00:00:00,ZGHCJBL08J
a-o.emcnrzoadticm,2pspciartoprs)oieohuscdta4tkaapceeokcilncvrpevyaett(kekfne2,SeyrcacnksroG|,skeRiraDnvSpece,21,734.43,34.97,2021-01-21 00:00:00,BK918WCJ10
azmackmtr.e-oaomn,skfaistilblalhfcpsabnhlcpcf-4aocnaecboeitttdeetehitkhratescor(odnlhlcdnshknsktithnaoaesodoccsasgfesdmoralatcoubeagorlkkpiohynyiw)lesdchior,bat|yyfBeaS,nXmLiHO-u,27,293.24,10.86,2021-01-21 00:00:00,0UJ0AHNIBN
ocm-aank.meazrtmo,g2m1ya2localdir2r-e0xboeta(ee0piguslnocshallhtmawpebnipoxiih)apatocm,WoloeiLiCtnmhnrege|gn|i,iaBl,3,44.97,14.99,2021-01-21 00:00:00,RBRD0FDR38
zr-aenmtomkaaom.c,ridrmiugcyrssoutfltltwhwrfnhuto3nnds.iwm2eihdkderdooodbdowisabniagwpgtdnlgathsplergsr7gooat8haoleiioorfeegnottlnpleigit8i,tmHtrvgmnhneLmoipe|igIoe,gniYM,4,89.16,22.29,2021-01-21 00:00:00,C8S0I50LSB
z-o.amotrmcekmaan,hsla.nidterapcrn1secmroscirifeatfeaalapardfeylctsanl-tckpfepnmihoewyobocacthloodhac6atanesegsmtgc1oibfo+rinwcgksc3enmuyhyoreciigpwlea,sheCnPslCeo|sael,ITCWYYA,3,26.97,8.99,2021-01-21 00:00:00,EIJB1WH4F0
m.-knetoammrzoaac,maecom5tidaiusntgnlhrrosoltymniaeeourlttheuigikegpacanldepyntsjlnenhpwtcod9ayssurvua,rro|iCteednsGycmon,gengJnOhCunu,17,101.83,5.99,2021-01-21 00:00:00,BV7J2R0KQ3
-.zamktcormamoane,tomwvltuhsetornsdvi0grulghuoegs-ai(elrvn)srtfaorhioodllysepeicielihatgoa&s0ctssbo1ngohctadveepsnehe-nislrtefliligmenye,|eIttHfnmeroSypamomvee,unhoIif-cT,25,699.75,27.99,2021-01-21 00:00:00,NB89CM0M7B
ra.atanzkcm-eoomm,zstmm1mcoupreesso1so0eprpad1k85hissmowtr5nrbutec5futcw-0lo0p0leerpi.bax0ced3ttsoa6leisnicobiggtoodio1n0rslpll4fordepprs,ncooks|rrtetpmDseEeutCcsspiol|,lleD,34,31906.62,938.43,2021-01-21 00:00:00,WDMG4W0B7Q
omeizcrdacn.-moat,"npei.ehmers""n1wp)ace[lpfakogds1as6rlgdb6s1&waciaa(ee1fomelee]eoearlskastmraeagocheddaseiltikeercemos2i-cohhpseihtnanp.hetapgiroddfcslcinia2fnejt",cheelrte|esPPrtronelcnsooCS,toOextBr,5,179.95,35.99,2021-01-21 00:00:00,WGW0AIMT1B
nar-.zmmktomaaceo,nslnigrnnl[kpeisslc0ub5mclaei7lapints.ceana]eaec0ozloeall1okekdrgi5geelm,S|yBcreCentaFeuiaak|,eirlarasDK,31,620.0,20.0,2021-01-21 00:00:00,BCM1M3V0B8
mak.rtnomazocam-e,nfolaopour(injslii)huznoob4g(.2rmaes-tab)wmbregetjul,gyGrokerCco|ino,atpmHFarosmn,18,196.2,10.9,2021-01-21 00:00:00,76SR70BVM8
rtmn.zmkoaaao-cme,ocsooilcdpgsltrbafeugdepzeeberseoieeasemlhi/ecloitelnushedgovnnmibleeslwtdw3tteghneeqi,eBHgidn|oedm,ocmClioeltHone,4,199.96,49.99,2021-01-21 00:00:00,B4TRX04D7R
aro-ecmmmtzk.aona,0krekerceaeMkaFkSoeBcuBresctrprnpllIppnrpiIfrF1MMroMFraeuFtaiadhtpstsUkfsnaaoSrSotmmetiefaePnkertipaaiauDobF3gckeacocaccnLK,mmIamotSrtnepf|eeovHey,DoKRes,29,456.38,15.74,2021-01-21 00:00:00,8OLB00XIYW
tomnma.k-roaacemz,hoooonbrzf/mpiatlkluieoolieeneanu&ke3fciakptwlcbaefteoiuptwrin2syrvrsopttimmwrf(adotaedfltteps)rrobgyrtitplarrtie2iozpmofe3logoaottfrpts3asre,rceotAersissos|pcS,Y&3,30,299.7,9.99,2021-01-21 00:00:00,6B9R80F7D3
anoaekm.rmtzamco-,plarcmrewiorpgrnlbesypdeokia,|putleasHeShpetmln,tcrSwtinaaoeBtsasl,12,195.91,16.33,2021-01-21 00:00:00,7R0JBNN9TN
.kaom-naoatcrmmez,"ooiogl6gsnv"")s6oehx2hoeefrlps2ifc""s0rcipolith7igleyoorloawpfrsligeeerotrg""ahekcfitlcpafplio""sdea1cexngsgptulefkpelrmoorciwge(o6au5sowstttp-.ipothd",sahesCl|CneloePs,oseHca,3,29.97,9.99,2021-01-21 00:00:00,SW70NYPBY7
amomromk.z-taneac,rVsokeilieahnCrMawlPoalek,grr|cBseGeeearyvo,rrPoewoCe,11,65.78,5.98,2021-01-21 00:00:00,407BMY65D2
drcnmcoe-maao.itz,paipypsntekihttpuievlhprkeomisuioslpnepatoiopuer)xanlloctybei-rin-eogsprwieouinoet-nasehtltsijtosrrkrefid1amntpgnaieosevyiorlckidle(gpcafcstrskjnteciaelr,os|ortsccApSsesrie,Barit,5,48.0,9.6,2021-01-21 00:00:00,YC800BVASW
zmkmaatraoe.ocm-n,hofdpetaeipaethaypta0ogrwrsulsrgw8iihrrydso3a0fnrth(0rgrnoidoa1t)ira1sfyooncopaagctosldcdhd-fttio9eom0eoooenegeltarlwilroalirwdtedkt2,vpnmte|mgieHgtIeLoiohmrn,aahohow,24,321.72,13.4,2021-01-21 00:00:00,J0D6MM9BMB
mkro.z-ncaetaoamm,gpootcmoisetiuc2ed4lopr-ipsseio1alrai-enhifbbaneniotleehedrmekeinng2rke5netipsthht.smdcf1fcamggcnorebpanlenpdnaciricomtliislrsyerueclooyuur,sh|osCseellaenPC,KYEAUROM,29,361.74,12.47,2021-01-21 00:00:00,B4TRX04D7R
czaoa-raekmotnm.m,)edephe9demisxogrmsgol1nmp(gaicandoeeosr-lo1rn0srrcsiso1afp2i,ChnelL|guiggtaog,TecinetU,6,119.94,19.99,2021-01-21 00:00:00,76SR70BVM8
mca.anozoeam-ktmr,ti6lro6rccennprayfrr/crptoivadncrihayamtopgrsdnlsrltptwudgcoonkkowohrwcieaeeargldaritdunnseuira8eiiduenamdiahden/eooernerieingcaiofueserxhr2pntnt,mdni|oWwoHe,igFoPanml,25,252.23,10.09,2021-01-21 00:00:00,2BJV0HG428
re.omzotknaacma-m,ick/-eintni0mobslascak'k/onaasemrylwsskaclrhir1otslobcouhefmgrbwfm,gT&teeT|CpWesonmslhooi|n,ilFa,4,133.04,33.26,2021-01-21 00:00:00,0BH0BK86AI
arm-tczanm.kaeoom,1reaEcaFundrosNyK0otilgunMiriekW3b1C0oaOPMte000r-O7eurMw8Ht5hrMOe1,umOvt|tiAoioel,euirMnrMaryce,5,342.2,68.44,2021-01-21 00:00:00,407BMY65D2
ooamek.mzmaantr-c,bcbtseslseiltnprambimtrlnessbrocnatylotadiiiralinyirrgv2epnesttemgcftauleeinoiearicrtmgsc0cdrxgybibaaptsttbdiuermfraeahcesreru1auiociyawaatvi,als|SlenhpuHpettem,uyr'attonseBNu,108,3238.92,29.99,2021-01-21 00:00:00,B5TYN20Z91
nekazmamom.tacor-,ptyscewcbridsddotbcolmnccmlicouictecctyobnifinctenadta-baspmhioporuoeamsfpaeewrs6etinumrtooefaacsoioeybddioaraiivugaapwspbtutofnkitrotrtiddferlerap,ottsdurm|eensSiusMInLcviluan,saFgare,4,95.96,23.99,2021-01-21 00:00:00,1Q084BG4MF
czakoanmme-ar.mto,Sse51Bflie2tu%.a5cHf.rSyo7wht(noQzaeogBBts)HerKiLtotnau,erGyrco,trKaf,20,51.4,2.57,2021-01-21 00:00:00,0M3T76VBXW
.zcmaaaonkemtor-m,ecnpcrettdieuolkiatsrislnbtmidawmhoinpser-otcnbrhtotfoecarehoeufowehossutpseymtdarybnrosseispawidoiw-umacrfsnwhsfaooctiwgtlunlsdasgwrajyaketactd,Tyso,niBeadw,83,1152.87,13.89,2021-01-21 00:00:00,Y0BTC787S9
u.czsoPamnispnoirmt1coab-,e.laosglfeacsr)isadrwtioeoiboossnhousrc2azomassdinfohikeociargo1lev(dshptacplrwnnfngnmnoceztmoz&toap4aeriaesek,a|hiBroaatro|aeyeCHSupm,IANNOIVG,5,74.95,14.99,2021-01-21 00:00:00,M0RBQM7FBL
komnczema.-oaratm,sslssdicoahtnidnetbhu3tcdsrdsngarpsauhotwt5emgwseephemtc%eedterwsttfuecteofunmshetpa0il0nhtpenecbee1lirol0hnaaincorkcepii10entoetrhsitetetitegeeaeod5ie-si,cineueMassoll,zamnAo,4,93.24,23.31,2021-01-21 00:00:00,1Q084BG4MF
tmcor-aina.dmcezo,0s1toeocrnteroaloehryihccngbahtrwnsgnycbhtpozishakaoeetb-ba-yistbtiw,aabie|BrDpy,mHpntnTeoasoyCeh,28,419.72,14.99,2021-01-21 00:00:00,B0725VGL2D
.ec-kmzmanomotraa,argrseeafdmmoisnba1oee&rsoasninstnet(toretairbfsmsnlsfistrgnowtoehsegerdwgoieeeleg–geb1lnelsigrclfetgeebatosd)ootd-g,nciteKmHe|ho,edonnGrGeoslie,3,71.94,23.98,2021-01-21 00:00:00,B7HFR1H012
o-aemon.tazmckmar,sonmtonees0oaco3liepihitehvfdoefrurntoatrwoolddo(lwgasdgctrdni1entcnlorsitierofelwsioeonhr0lirgieehrtluis8o&he)ma8lrwseeitgtotsw0fsloghcarkeusgorrdtp,IvHLgmtmierpetgno|meohni,RKEYRBEOCH,42,831.18,19.79,2021-01-21 00:00:00,ABZ50D1XI0
mrmot.akomn-aczea,rotalensobd20leatcl10svyla0ybecdihim0-la2iol(rocolt5eo1eocmp-ou0oeo8yinnaritlorrrhh)h,ehtpuNiMueBokaiylPa|al|s,Oylr,20,216.43,10.82,2021-01-21 00:00:00,8CL01Y3XB9
akmzneo-ctam.aomr,h1reabiroaohlht31wpmsswon6biawtrea'2w1eprttre.dzbletsotcpc)iossliceao2pdhcenlheclecip31daetht(aasteemmheh0cnaiielorp-agetrcpoiwovwfotklevaiapanb'crr,olseaeslsPe|CChn,EZV,21,566.79,26.99,2021-01-21 00:00:00,V7RGBSMNY0
oo-nmkacaa.emzrmt,ghblsdnorosmunfoagpetreoenctyogmrookorilhboar4cablrbdilyr6sidatgrclleporfipidcdt2ttbtsimotdhnoepmliwwmgagmptriarwbiauesltsahdroa0ielrretgop0emngheioyaf5tdro,teoevopnnmtge|IgrmHiimLh,ASYUVON,25,989.72,39.59,2021-01-21 00:00:00,B0L400HKL7
omozmatccndaie-.r,oemilha'niirnae/aiv2eilet6ncgnaua4atladtomnge3ipnastnaircbmxoerdoosocerevh-tltganefmndiogtvrhinrdoauiaioaadltnr1rv'hlescd,oR|eHgmus,fviSeaha,6,347.88,57.98,2021-01-21 00:00:00,0LQAJB8T0M
.oa-amczrnmakeomt,dfrooccllvel-aiinogn-tiakaogiecocgtrisumlsmqtlosiluihgrpha-gbrsiehalhfalpmsauipurifoosecwoafttroribasmreltvlnpesrnpoaocaqerypireesrr,aerlr|thalHaCOe,medrAio,16,367.84,22.99,2021-01-21 00:00:00,0B1G8Q7Z4H
.cm-emrzamanotako,esss)nsiwetaprmdlo.caholccduaire2i(vnssaehvweiswlhjoglyesifome】4rnglectreaphlmcemeeg【ctlorirliilimmbuoossnieior,sOt|lrudPoooo,AOMNOHK,13,254.12,19.55,2021-01-21 00:00:00,VVXR7L06BN
cozrotanmka-.eamm,hanpcdle5nprdnisclrsrselb4thtiergittflehmhmasuugirpi0c0epurtsrrlwhhphtgonlieocuagirsgimatdxteelfpah0hhbegswphpheltdnhsieueerilebmsaoaodoosld9utntgoaigem0gtof,mHSnpmo|omeIetayvretef,ytnigLl,23,919.77,39.99,2021-01-21 00:00:00,B0L400HKL7
nmomoke.camt-zaar,1ccbluflihnohwvoieylhsadpufsrl8salexaolotaselcfchbnscavhcrfow8ltphogiooiohocueoteesseeaistitscpqofrvxwerowkofellposufmacrruuoohwvueploie1w2,nmeedB|gHoid,oixFrerw,21,276.09,13.15,2021-01-21 00:00:00,2IB4080O22
mc-dno.aoemirczta,utaebZ5myilnklGrruForiDdDgFTnFuoo2r-gaoeeayrer,peeislPuSpt,irngetaZu,16,927.84,57.99,2021-01-21 00:00:00,2BJV0HG428
cammz.e-namroakto,rhcpleyosioamsismiltgbemllowotsodihkinogocbcaesyhcedsntcnlpiyeetecsswnolcasedihnsaedecswoeorshlb,sonhoSiolCn|mhgtWe|e,Snaolmi,23,1257.7,54.68,2021-01-21 00:00:00,76SR70BVM8
ct-.mkoaazommnera,3titsynnchwlnt0ggyowlectihltsgoiifamo3lmieo8eiodtspeloruprmhkd0rffimrelrhtoeotrwsfhoriesrtw0guoologrltit8antglioadidrbhetenim,vepoLhgteoHriI|nmetginmm,lyOln,22,906.38,41.2,2021-01-21 00:00:00,W120UKBP7N
azk.anct-mmeoaorm,lneleltgwbnhichorlwpimv-lraniwvwnieoiikxeolgagoonleyvropeeliinbiielwdlsareeveelerow8lnre-aofltlaeaerepipdtidurmt-nm-olniemfisapletplcaowaseclogetcloragsgefrghgeefse,meio|dHdegBn,Hlthaxee,7,223.93,31.99,2021-01-21 00:00:00,M2G07F999B
mzctkoea.mamn-aor,8hnenweaimrnnsgkubss8ee.ili5zrkme/efcostnu0e'hr2ni1,gloCnihueeRn|nn|nM|gSosiht,iekN,5,446.35,89.27,2021-01-21 00:00:00,GHB0XNR7K5
dcrc-ate.izomnamo,5alislpymaaabiorekhsdonaurolpnbtmyrrziygthiepsspalnaoro,ae|hyrtBiopaemaCSuH|oar,Kearn,21,462.0,22.0,2021-01-22 00:00:00,5BPB84L06M
mnkmoro.a-aczmeat,lalserlrg0vwddpugnpralostinotgondines5s--dek-gpdielter-swn0lrglald5osedctlatseccgiielpe5snsiecledi0kbla0aiuoeiragu3ndtl5ng0pseawcigo0esnteiespsleda5po5e,olseepoomeldpHSH|uhsiu,Mufinx,22,1407.78,63.99,2021-01-22 00:00:00,MPB898W08V
